,F0,spectralCentroid,MFCC,energy,chroma,spectralFlux,spectralSpread,spectralEntropy,ZCR,loudness,energyEntropy,chromaDeviation,spectralRolloff
14a07Aa,[ 1199.],"[[ 0.2238023   0.16494519  0.15120394 ...,  0.          0.          0.        ]]","[[ -3.00898682e+01  -2.70988920e+01  -2.76457757e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.73588356e+00   2.73274338e+00   2.72759676e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.16940782e+00   1.02719380e+00   1.16022532e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.48432837e-02  -4.98768672e-01  -7.48527126e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -4.81695542e-01  -5.69988944e-01  -6.48791599e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.54868404e-02   1.76590481e-01   3.78585675e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00015482  0.005334    0.01256368 ...,  0.          0.          0.        ]]","[[  1.79672965e-03   4.30328118e-04   7.44205601e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.25047685e-02   2.82924474e-03   2.25548834e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.98736216e-02   6.01678623e-02   5.56687679e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  4.33687397e-03   2.21816149e-03   4.39977764e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.69497060e-03   1.47385524e-03   6.65317162e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.77651770e-02   3.96619119e-03   8.31479282e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.02567597  0.0339804  ...,  0.          0.          0.        ]]","[[ 0.21708325  0.21265334  0.20194905 ...,  0.          0.          0.        ]]","[[ 1.12828347  0.16800068  0.06602024 ...,  0.          0.          0.        ]]","[[ 0.13266583  0.11639549  0.03254068 ...,  0.          0.          0.        ]]",[ 4686.46444561],"[[ 2.48452799  2.33075841  3.2436294  ...,  0.          0.          0.        ]]","[[ 0.04188695  0.04565084  0.08348257 ...,  0.          0.          0.        ]]","[[ 0.35    0.0375  0.0325 ...,  0.      0.      0.    ]]"
14b01Ac,[ 1462.],"[[ 0.1567204   0.18322876  0.21319029 ...,  0.          0.          0.        ]]","[[-38.06397553 -37.4736667  -34.04731963 ...,   0.           0.           0.        ]
 [  2.05283095   1.89394636   1.76185223 ...,   0.           0.           0.        ]
 [  0.45701436  -0.19359934  -1.21678902 ...,   0.           0.           0.        ]
 ..., 
 [ -0.06698914   0.21291192  -0.19445532 ...,   0.           0.           0.        ]
 [ -0.17828334   0.03945028  -0.16881826 ...,   0.           0.           0.        ]
 [  0.31033783   0.21760098   0.43579491 ...,   0.           0.           0.        ]]","[[  6.20941631e-06   5.96744751e-06   9.95055901e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.20180064e-04   1.07748330e-04   4.92937624e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.23402644e-02   1.94471073e-02   1.54787488e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.66523242e-04   2.93014809e-04   7.87217576e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.14446890e-04   5.03491660e-04   1.85215117e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.51158640e-04   5.09028765e-04   9.44548302e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.30443989e-01   1.39005325e-01   6.13000961e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.0034201   0.06387623 ...,  0.          0.          0.        ]]","[[ 0.24861616  0.25514719  0.23899771 ...,  0.          0.          0.        ]]","[[ 0.05987723  0.10580064  0.71796654 ...,  0.          0.          0.        ]]","[[ 0.00375469  0.0175219   0.05381727 ...,  0.          0.          0.        ]]",[ 3901.68540505],"[[ 2.77032251  2.73269083  2.67041216 ...,  0.          0.          0.        ]]","[[ 0.03817463  0.03924368  0.02454911 ...,  0.          0.          0.        ]]","[[ 0.005   0.0025  0.145  ...,  0.      0.      0.    ]]"
14b02Aa,[ 1218.],"[[ 0.17688351  0.15191306  0.13141627 ...,  0.          0.          0.        ]]","[[ -3.85061030e+01  -3.96823053e+01  -4.03161471e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.08895889e+00   1.90815484e+00   1.58964916e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.19136870e-01   3.28299368e-01   6.12290790e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -6.06371166e-02  -2.06784548e-02  -1.78345315e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.78629592e-01   3.34388086e-02  -3.54937240e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.96000278e-01   1.74106464e-01  -1.97740378e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.25014712e-06   2.07753352e-06   2.47950304e-06 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.46871823e-04   1.26230247e-04   5.10411860e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.21227861e-02   2.33948615e-02   1.98058443e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.33100796e-04   4.56878048e-04   1.09176751e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  4.61952455e-04   1.04729235e-04   3.51075534e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.35526982e-03   2.18435810e-04   1.49161225e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.71318723e-02   1.17932476e-01   1.52040294e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.02414339  0.02404992 ...,  0.          0.          0.        ]]","[[ 0.25283039  0.24654903  0.2307164  ...,  0.          0.          0.        ]]","[[ 0.1848239   0.05458932  0.03148774 ...,  0.          0.          0.        ]]","[[ 0.05381727  0.05381727  0.00250313 ...,  0.          0.          0.        ]]",[ 3008.21641509],"[[ 2.90455909  2.7799366   3.00968226 ...,  0.          0.          0.        ]]","[[ 0.06176713  0.04321219  0.04166244 ...,  0.          0.          0.        ]]","[[ 0.0125  0.0025  0.     ...,  0.      0.      0.    ]]"
14b03Ad,[ 1147.],"[[ 0.13966921  0.15105646  0.23247376 ...,  0.          0.          0.        ]]","[[ -4.07922866e+01  -3.83769895e+01  -3.01796529e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.80861090e+00   2.37677976e+00  -4.27677300e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.99200792e-01   2.71935286e-01  -1.33787166e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.90287014e-01   1.58960535e-02  -2.68935493e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.19982366e-01   1.59579673e-01  -4.60482824e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.80294188e-03   1.27726662e-01  -1.11187243e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.55776940e-06   2.39996071e-06   1.58940291e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.55398234e-05   1.38719996e-04   7.21977968e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.72277220e-02   4.18741990e-02   4.41076365e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.02054067e-04   5.61749130e-04   2.35746255e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.26764867e-05   3.87986484e-04   1.40412974e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.55498868e-04   1.86136779e-03   6.77621231e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.35527811e-01   9.03787216e-02   1.27166336e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.03347903  0.05007671 ...,  0.          0.          0.        ]]","[[ 0.25117933  0.24539177  0.17008256 ...,  0.          0.          0.        ]]","[[ 0.02899107  0.09040895  1.19066887 ...,  0.          0.          0.        ]]","[[ 0.01627034  0.02377972  0.04130163 ...,  0.          0.          0.        ]]",[ 3631.28888964],"[[ 2.81747241  2.80270672  0.82637685 ...,  0.          0.          0.        ]]","[[ 0.03887198  0.05134233  0.00370549 ...,  0.          0.          0.        ]]","[[ 0.005  0.01   0.205 ...,  0.     0.     0.   ]]"
14b09Ac,[ 1063.],"[[ 0.18469176  0.17384478  0.16064579 ...,  0.          0.          0.        ]]","[[ -3.65371927e+01  -3.48490539e+01  -2.76667233e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.72349830e-01   2.16101298e+00   2.62501153e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.39499541e-01   2.31561198e+00   4.11947713e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  9.56517325e-02  -1.55270403e-01  -5.89840079e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.06218920e-02  -2.91826463e-01  -7.46891530e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.49938377e-01   1.71808237e-01   3.98349679e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.17228653e-05   2.84472501e-05   1.95528160e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  2.01448690e-04   2.25233465e-04   3.14551547e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.09734466e-02   1.04043736e-01   2.62905617e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.95069087e-04   1.18529588e-02   1.06218294e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.02437464e-04   1.53963068e-03   4.29196328e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.00659295e-04   2.07483285e-03   1.00358199e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.02354036e-02   9.39236188e-02   4.25046646e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.          0.04471468  0.03639171 ...,  0.          0.          0.        ]]","[[ 0.22195459  0.22454716  0.20418091 ...,  0.          0.          0.        ]]","[[ 0.24412702  0.25151279  0.22399453 ...,  0.          0.          0.        ]]","[[ 0.01376721  0.02252816  0.0350438  ...,  0.          0.          0.        ]]",[ 5653.70480305],"[[ 2.79132318  2.77986251  2.20638941 ...,  0.          0.          0.        ]]","[[ 0.10910818  0.03547964  0.03724693 ...,  0.          0.          0.        ]]","[[ 0.01    0.0325  0.065  ...,  0.      0.      0.    ]]"
14b10Ad,[ 841.],"[[ 0.29069371  0.24230502  0.18887299 ...,  0.          0.          0.        ]]","[[ -3.01822325e+01  -2.82453900e+01  -2.77440325e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.61140883e-01   2.05727196e+00   2.48471011e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.46498411e-01   9.87378173e-01   1.03402986e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  3.26430577e-01  -2.15838233e-01  -4.76655766e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.46107333e-01  -2.51278513e-01  -7.52618345e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -6.20925746e-03  -4.52069797e-01  -4.38227075e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.0002058   0.00064867  0.00245541 ...,  0.          0.          0.        ]]","[[ 0.00093284  0.00262077  0.00839914 ...,  0.          0.          0.        ]
 [ 0.15681969  0.09895941  0.21251001 ...,  0.          0.          0.        ]
 [ 0.00245973  0.04903821  0.03580387 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00207545  0.00206673  0.00124713 ...,  0.          0.          0.        ]
 [ 0.00176663  0.00355286  0.0020781  ...,  0.          0.          0.        ]
 [ 0.03411145  0.02513837  0.00756673 ...,  0.          0.          0.        ]]","[[ 0.          0.00719104  0.01300677 ...,  0.          0.          0.        ]]","[[ 0.2610633   0.25787774  0.22529648 ...,  0.          0.          0.        ]]","[[ 1.19922319  0.72016828  0.23876999 ...,  0.          0.          0.        ]]","[[ 0.06132666  0.11514393  0.0951189  ...,  0.          0.          0.        ]]",[ 4779.51503816],"[[ 1.88281072  2.34300835  2.77047965 ...,  0.          0.          0.        ]]","[[ 0.0543478   0.02931324  0.05725329 ...,  0.          0.          0.        ]]","[[ 0.2675  0.0875  0.055  ...,  0.      0.      0.    ]]"
15a02Ac,[ 1108.],"[[ 0.31349883  0.35880226  0.39646171 ...,  0.          0.          0.        ]]","[[-33.91023686 -33.99722769 -34.28398632 ...,   0.           0.           0.        ]
 [  0.95927765   0.47277073   0.33297075 ...,   0.           0.           0.        ]
 [ -0.13911824  -0.24371319   0.46426108 ...,   0.           0.           0.        ]
 ..., 
 [  0.1433465   -0.21253827  -0.18085657 ...,   0.           0.           0.        ]
 [ -0.2330108   -0.26443026  -0.34612938 ...,   0.           0.           0.        ]
 [  0.17273531   0.15287562   0.27026389 ...,   0.           0.           0.        ]]","[[  6.24517265e-06   8.65627702e-06   1.98488945e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00314057  0.00155106  0.00052005 ...,  0.          0.          0.        ]
 [ 0.03860305  0.01025619  0.03938107 ...,  0.          0.          0.        ]
 [ 0.00351568  0.002242    0.00062453 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00310079  0.00086882  0.00070028 ...,  0.          0.          0.        ]
 [ 0.00465233  0.00153173  0.00082777 ...,  0.          0.          0.        ]
 [ 0.00742062  0.03146527  0.03169688 ...,  0.          0.          0.        ]]","[[ 0.          0.00252791  0.00276432 ...,  0.          0.          0.        ]]","[[ 0.25245077  0.25205722  0.24579425 ...,  0.          0.          0.        ]]","[[ 2.24091375  2.39474184  2.26644318 ...,  0.          0.          0.        ]]","[[ 0.24530663  0.24530663  0.25156446 ...,  0.          0.          0.        ]]",[ 3829.08474704],"[[ 3.26653314  3.09017488  2.87133011 ...,  0.          0.          0.        ]]","[[ 0.02479636  0.0176022   0.02263167 ...,  0.          0.          0.        ]]","[[ 0.455   0.5425  0.59   ...,  0.      0.      0.    ]]"
15a04Ab,[ 1181.],"[[ 0.16149725  0.2476658   0.18597509 ...,  0.          0.          0.        ]]","[[ -3.37761811e+01  -3.02100105e+01  -2.64574132e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  7.21490205e-01  -1.98055854e-01   1.93216886e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.74415402e-01  -1.24273486e+00   2.96761197e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  5.20671540e-01  -2.53236742e-02   2.41495614e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.32425624e-01   5.91090344e-02   4.02088952e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.15944228e-01   5.23557036e-01   1.82128975e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  4.76921041e-05   1.67578214e-04   3.39078128e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00021408  0.00224218  0.00015012 ...,  0.          0.          0.        ]
 [ 0.09863365  0.08790073  0.02771303 ...,  0.          0.          0.        ]
 [ 0.00029054  0.01338248  0.0015397  ...,  0.          0.          0.        ]
 ..., 
 [ 0.00089993  0.00166255  0.00051083 ...,  0.          0.          0.        ]
 [ 0.00045228  0.00334975  0.03858073 ...,  0.          0.          0.        ]
 [ 0.03246713  0.01391182  0.01988708 ...,  0.          0.          0.        ]]","[[ 0.          0.02017621  0.01643995 ...,  0.          0.          0.        ]]","[[ 0.2032943   0.20270492  0.2131112  ...,  0.          0.          0.        ]]","[[ 0.38106453  1.79403787  0.73298848 ...,  0.          0.          0.        ]]","[[ 0.04881101  0.10262829  0.15269086 ...,  0.          0.          0.        ]]",[ 4318.31066506],"[[ 2.16951063  2.692175    1.99366004 ...,  0.          0.          0.        ]]","[[ 0.08247285  0.02657965  0.02600319 ...,  0.          0.          0.        ]]","[[ 0.0125  0.385   0.12   ...,  0.      0.      0.    ]]"
15a04Ac,[ 958.],"[[ 0.17513094  0.16953351  0.32051475 ...,  0.          0.          0.        ]]","[[ -4.76894921e+01  -4.78193423e+01  -3.13425373e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.82908571e-02   2.49973994e-01   1.78091426e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.80610929e-01   3.31267585e-01  -1.02075577e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  1.63001037e-02  -2.02085961e-02  -3.39311310e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  8.26263207e-02  -2.92525055e-02  -7.32614411e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.03199843e-01  -5.16085399e-02   2.11883036e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  8.38341570e-08   8.36259755e-08   9.99604216e-05 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.43303241e-06   2.06814891e-06   7.49312617e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.35419323e-06   6.71019993e-06   4.35454853e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.98379459e-06   2.38481981e-06   1.39415264e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  2.81294982e-06   3.25051262e-06   8.94837175e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.80209971e-06   3.01134146e-06   2.06769607e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.66529243e-01   1.66536059e-01   3.32830699e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  0.00000000e+00   3.27935813e-04   3.98477151e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.29445752  0.29026828  0.24901082 ...,  0.          0.          0.        ]]","[[ 0.05222755  0.05147113  2.09454418 ...,  0.          0.          0.        ]]","[[ 0.        0.        0.077597 ...,  0.        0.        0.      ]]",[ 5799.5333433],"[[ 3.32152286  3.32155411  1.39294636 ...,  0.          0.          0.        ]]","[[ 0.04602524  0.04602708  0.02195001 ...,  0.          0.          0.        ]]","[[ 0.      0.      0.5025 ...,  0.      0.      0.    ]]"
15a07Ac,[ 1301.],"[[ 0.21385564  0.23726043  0.21088227 ...,  0.          0.          0.        ]]","[[ -3.06651045e+01  -2.54168733e+01  -2.56472093e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.98717764e+00   2.60714624e+00   2.72366937e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.40998506e+00   1.13314837e+00   2.04444392e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -5.19296454e-01  -8.85259616e-02  -2.03341602e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  6.50545890e-03   1.89080753e-01   3.43180005e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  9.88732605e-02   2.97692706e-02   1.43656338e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00010297  0.00589222  0.01402236 ...,  0.          0.          0.        ]]","[[ 0.00545871  0.00568174  0.01007189 ...,  0.          0.          0.        ]
 [ 0.03933714  0.00778236  0.00489385 ...,  0.          0.          0.        ]
 [ 0.01667299  0.00453533  0.00106698 ...,  0.          0.          0.        ]
 ..., 
 [ 0.01562317  0.01990299  0.00942072 ...,  0.          0.          0.        ]
 [ 0.0024535   0.03561434  0.05022767 ...,  0.          0.          0.        ]
 [ 0.02238243  0.01288589  0.00296313 ...,  0.          0.          0.        ]]","[[ 0.          0.00721535  0.00454172 ...,  0.          0.          0.        ]]","[[ 0.20603968  0.24636691  0.23553688 ...,  0.          0.          0.        ]]","[[ 1.00003643  0.71575735  0.40074492 ...,  0.          0.          0.        ]]","[[ 0.06633292  0.09386733  0.07008761 ...,  0.          0.          0.        ]]",[ 4262.93654656],"[[ 2.16497984  2.00199953  3.07972518 ...,  0.          0.          0.        ]]","[[ 0.01657237  0.02358214  0.03293007 ...,  0.          0.          0.        ]]","[[ 0.285   0.0975  0.0525 ...,  0.      0.      0.    ]]"
15b02Aa,[ 1234.],"[[ 0.4202376   0.65501988  0.67433048 ...,  0.          0.          0.        ]]","[[ -3.74795980e+01  -3.44149283e+01  -3.28049555e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.89489611e-01  -1.57690465e-01   5.40133912e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.72240598e-01  -1.48503359e-01   6.46427007e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -3.40873984e-01  -2.42547289e-02   1.55696975e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.01457974e-01   6.09983263e-02  -2.95522752e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  4.71358797e-01   3.43050215e-01   2.12186851e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.27312228e-06   1.05308532e-04   2.79520265e-04 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00165392  0.00097128  0.00060642 ...,  0.          0.          0.        ]
 [ 0.02049638  0.00365939  0.00226063 ...,  0.          0.          0.        ]
 [ 0.0005084   0.00016308  0.00029981 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00099097  0.00097057  0.0010428  ...,  0.          0.          0.        ]
 [ 0.0012252   0.00489134  0.00621652 ...,  0.          0.          0.        ]
 [ 0.0097837   0.00166614  0.00600173 ...,  0.          0.          0.        ]]","[[ 0.          0.00509646  0.00126654 ...,  0.          0.          0.        ]]","[[ 0.27621442  0.23504915  0.24114409 ...,  0.          0.          0.        ]]","[[ 2.47185492  2.21456348  2.21847951 ...,  0.          0.          0.        ]]","[[ 0.11138924  0.45306633  0.7146433  ...,  0.          0.          0.        ]]",[ 4355.30618901],"[[ 2.7216631   1.75867676  3.00965073 ...,  0.          0.          0.        ]]","[[ 0.04651817  0.0016943   0.00198119 ...,  0.          0.          0.        ]]","[[ 0.66    0.8525  0.8875 ...,  0.      0.      0.    ]]"
15b03Aa,[ 1353.],"[[ 0.23091942  0.22206604  0.15446545 ...,  0.          0.          0.        ]]","[[ -3.04067115e+01  -2.74726821e+01  -2.55114164e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -2.32212502e-02   9.82782759e-01   2.36634441e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -3.73670857e-01   6.32722084e-01   1.22330466e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [  4.76794561e-01   6.36000371e-02   2.70192557e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.66063691e-01  -2.66846329e-01  -6.24988910e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  5.61576121e-02   2.34799004e-01   5.21019997e-01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  9.80456432e-05   1.08364737e-03   2.21554117e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.00343282  0.00166314  0.00014703 ...,  0.          0.          0.        ]
 [ 0.06515778  0.085895    0.0462371  ...,  0.          0.          0.        ]
 [ 0.00104169  0.00482423  0.00434436 ...,  0.          0.          0.        ]
 ..., 
 [ 0.0037327   0.00055119  0.00028763 ...,  0.          0.          0.        ]
 [ 0.00838443  0.01623463  0.00486575 ...,  0.          0.          0.        ]
 [ 0.03054408  0.03475654  0.00605373 ...,  0.          0.          0.        ]]","[[ 0.          0.00393969  0.0252318  ...,  0.          0.          0.        ]]","[[ 0.19618687  0.210262    0.20995904 ...,  0.          0.          0.        ]]","[[ 1.78115408  1.47706877  0.22382279 ...,  0.          0.          0.        ]]","[[ 0.08260325  0.16645807  0.11514393 ...,  0.          0.          0.        ]]",[ 5441.50493889],"[[ 2.73100026  1.70231639  2.40395212 ...,  0.          0.          0.        ]]","[[ 0.03107136  0.03404407  0.03766273 ...,  0.          0.          0.        ]]","[[ 0.275   0.2225  0.0175 ...,  0.      0.      0.    ]]"
15b09Ac,[ 1100.],"[[ 0.21211645  0.19075911  0.21785278 ...,  0.          0.          0.        ]]","[[ -3.35609608e+01  -2.81727426e+01  -2.62306935e+01 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  2.31996097e+00   2.54451362e+00   2.66948223e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [  1.37098310e+00   2.56135706e+00   2.03355664e+00 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 ..., 
 [ -5.90939000e-01  -2.92864387e-01   9.37713792e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.05037893e-01  -1.64688864e-01  -4.72600512e-02 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]
 [ -1.23685176e-01   1.89259439e-02  -8.82151176e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[  1.87029888e-05   1.21886844e-03   8.70208621e-03 ...,   0.00000000e+00
    0.00000000e+00   0.00000000e+00]]","[[ 0.0091455   0.00528759  0.00373846 ...,  0.          0.          0.        ]
 [ 0.05805673  0.04928901  0.01422041 ...,  0.          0.          0.        ]
 [ 0.01949672  0.01908743  0.00086712 ...,  0.          0.          0.        ]
 ..., 
 [ 0.00438984  0.01347076  0.00304302 ...,  0.          0.          0.        ]
 [ 0.00900497  0.00299434  0.05490056 ...,  0.          0.          0.        ]
 [ 0.02643172  0.02115078  0.00249254 ...,  0.          0.          0.        ]]","[[ 0.          0.00636194  0.01302065 ...,  0.          0.          0.        ]]","[[ 0.23343699  0.20365625  0.24282853 ...,  0.          0.          0.        ]]","[[ 0.77482687  0.60089376  0.37671719 ...,  0.          0.          0.        ]]","[[ 0.1126408   0.06508135  0.0563204  ...,  0.          0.          0.        ]]",[ 4139.64177194],"[[ 2.44141098  1.48599142  2.7116742  ...,  0.          0.          0.        ]]","[[ 0.02812032  0.01918421  0.03367319 ...,  0.          0.          0.        ]]","[[ 0.2325  0.0675  0.0475 ...,  0.      0.      0.    ]]"
